CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID
2023-00081662,12/3/2023,12/3/2023,1,1,90Z,24-310,OUTRAGING PUB DEC,-1043945
2023-00081941,12/4/2023,12/2/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1043944
2023-00081896,12/4/2023,12/4/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1043943
2023-00081896,12/4/2023,12/4/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043942
2023-00081889,12/4/2023,12/3/2023,1,2,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1043941
2023-00081889,12/4/2023,12/3/2023,1,1,26A,21-1501,SECURING CREDIT FRAUDENTLY (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1043940
2023-00081878,12/4/2023,12/4/2023,1,2,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043939
2023-00081878,12/4/2023,12/4/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043938
2023-00081891,12/4/2023,12/4/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043937
2023-00081872,12/4/2023,12/3/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043936
2023-00081866,12/4/2023,12/4/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043935
2023-00081877,12/4/2023,12/4/2022,1,1,13A,21-644.J,DOMESTIC ABUSE BY STRANGULATION (AGGRAVATED ASSAULT),-1043934
2023-00081865,12/4/2023,10/1/2023,1,1,11D,21-1123.B,SEXUAL BATTERY,-1043933
2023-00081860,12/4/2023,11/17/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043932
2023-00081977,12/4/2023,12/4/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043931
2023-90000590,12/2/2023,12/2/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1043930
2023-00081853,12/4/2023,11/24/2023,1,1,13C,21-1173,STALKING (INTIMIDATION),-1043929
2023-00081852,12/4/2023,12/3/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1043928
2023-00081852,12/4/2023,12/3/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043927
2023-00081880,12/4/2023,12/4/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043926
2023-00081845,12/4/2023,12/1/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1043925
2023-00081843,12/4/2023,12/4/2023,1,1,90Z,56-243,FALSE REPRESENTATION IN OBTAINING FOOD STAMPS,-1043924
2023-00081840,12/4/2023,12/4/2023,1,1,86S,INTEL - INFO,INTEL INFORMATION,-1043923
2023-00081829,12/4/2023,12/4/2023,2,1,370,21-1021.A4,RECORD/DISTRIBUTE/TRANSMIT OBSENITY,-1043922
2023-00081795,12/4/2023,12/3/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043921
2023-00081598,12/3/2023,12/1/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043920
2023-00081507,12/2/2023,12/4/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043919
2023-00081498,12/2/2023,12/1/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043918
2023-00079943,11/26/2023,11/21/2023,1,1,290,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),-1043917
2023-00079480,11/24/2023,11/24/2023,1,1,90J,24-505,TRESPASSING,-1043916
2023-00081981,12/4/2023,12/4/2023,1,3,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1043915
2023-00081981,12/4/2023,12/4/2023,1,2,35A,63-2.402.B.1,POSSESSION OF CDS,-1043914
2023-00081981,12/4/2023,12/4/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1043913
2023-00078551,11/20/2023,11/6/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1043912
2023-00082044,12/5/2023,12/5/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1043911
2023-00080106,11/27/2023,11/24/2023,1,1,23H,21-1716,LARCENY OF DOMESTIC ANIMALS  (ALL OTHER LARCENY),-1043910
2023-00081848,12/4/2023,12/1/2023,1,2,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1043909
2023-00081848,12/4/2023,12/1/2023,1,1,23H,20-1740.2,PORCH PIRACY ACT OF 2020,-1043908
2023-00081528,12/2/2023,12/2/2023,1,1,90J,24-505,TRESPASSING,-1043907
2023-00067114,10/6/2023,10/6/2023,1,3,240,21-1720,LARCENY OF AUTO,-1043906
2023-90000589,12/2/2023,12/2/2023,1,1,23E,21-1435.A,BURGLARY - SECOND DEGREE (THEFT FROM COIN OPERATED VENDING MACHINE OR DEVICE),-1043905
2023-90000588,12/1/2023,12/1/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1043904
2023-90000587,12/1/2023,12/1/2023,1,1,23E,21-1435.A,BURGLARY - SECOND DEGREE (THEFT FROM COIN OPERATED VENDING MACHINE OR DEVICE),-1043903
2023-90000586,12/1/2023,12/1/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1043902
2023-90000585,12/1/2023,12/1/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043901
2023-00066194,10/2/2023,10/2/2023,1,4,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1043900
2023-00076871,11/13/2023,11/30/2023,1,2,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1043899
2023-00081732,12/3/2023,12/3/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1043898
2023-00081303,12/1/2023,12/1/2023,1,1,90E,24-202,PUBLIC INTOX,-1043897
2023-00081810,12/4/2023,12/4/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043896
2023-00081854,12/4/2023,12/1/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1043895
2023-00081012,11/30/2023,11/30/2023,1,1,90Z,24-403,DIST THE PEACE,-1043894
2023-00080918,11/30/2023,11/30/2023,1,1,87F,32-802,SOLICITING VIOL,-1043893
2023-00081367,12/2/2023,12/2/2023,1,1,90Z,24-403,DIST THE PEACE,-1043892
2023-00081532,12/2/2023,12/2/2023,1,3,23C,24-503,PETTY LARCENY,-1043891
2023-00081532,12/2/2023,12/2/2023,1,2,90Z,24-602,INTER W/OFF PROC,-1043890
2023-00081532,12/2/2023,12/2/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1043889
2023-00079818,11/26/2023,11/26/2023,1,1,90J,24-505,TRESPASSING,-1043888
2023-00081836,12/4/2023,12/4/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1043887
2023-00081219,12/1/2023,12/1/2023,1,1,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1043886
2023-00081196,12/1/2023,12/1/2023,1,1,26E,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (WIRE FRAUD),-1043885
2023-00080181,11/27/2023,11/24/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1043884
2023-00081285,12/1/2023,12/1/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1043883
2023-00081178,12/1/2023,12/1/2023,1,1,26E,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (WIRE FRAUD),-1043882
2023-00081834,12/4/2023,12/3/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043881
2023-00081234,12/1/2023,10/13/2023,1,1,23C,24-503,PETTY LARCENY,-1043880
2023-00081273,12/1/2023,12/1/2023,1,1,23C,24-503,PETTY LARCENY,-1043879
2023-00081330,12/2/2023,12/1/2023,5,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1043878
2023-00081240,12/1/2023,12/1/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1043877
2023-00081432,12/2/2023,12/2/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1043876
2023-00081418,12/2/2023,12/2/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043875
2023-00081441,12/2/2023,12/2/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043874
2023-00081509,12/2/2023,12/2/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1043873
2023-00081630,12/3/2023,12/1/2023,1,1,290,21-1774,REMOVING/ALTERING/DEFACING LANDMARK (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),-1043872
2023-00081638,12/3/2023,12/2/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043871
2023-00081739,12/3/2023,12/3/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1043870
2023-00081387,12/2/2023,12/2/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1043869
2023-00080354,11/28/2023,11/27/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1043868
2023-00081282,12/1/2023,12/1/2023,1,1,23C,21-1706,PETIT LARCENY (SHOPLIFTING),-1043867
2023-00081744,12/3/2023,12/2/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043866
2023-00081445,12/2/2023,12/2/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043865
2023-00081779,12/4/2023,12/3/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1043864
2023-00081463,12/2/2023,12/2/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043863
2023-00081776,12/4/2023,12/4/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043862
2023-00081140,12/1/2023,11/30/2023,1,1,220,21-1431,BURGLARY - FIRST DEGREE,-1043861
2023-00081446,12/2/2023,12/2/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043860
2023-00081738,12/3/2023,12/3/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1043859
2023-00081661,12/3/2023,12/3/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1043858
2023-00081161,12/1/2023,12/1/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1043857
2023-00081620,12/3/2023,12/3/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043856
2023-00081100,12/1/2023,12/1/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1043855
2023-00081398,12/2/2023,12/2/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043854
2023-00080970,11/30/2023,11/30/2023,1,1,240,21-1720,LARCENY OF AUTO,-1043853
2023-00081347,12/2/2023,12/2/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043852
2023-00081337,12/2/2023,12/2/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043851
2023-00081333,12/2/2023,12/2/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043850
2023-00081145,12/1/2023,12/1/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1043849
2023-00081666,12/3/2023,12/3/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1043848
2023-00081519,12/2/2023,12/2/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1043847
2023-00081195,12/1/2023,12/1/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1043846
2023-00079673,11/25/2023,11/25/2023,1,1,240,21-1720,LARCENY OF AUTO,-1043845
2023-00081126,12/1/2023,11/30/2023,1,1,270,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (EMBEZZLEMENT),-1043844
2023-00080698,11/29/2023,11/29/2023,1,1,90J,24-505,TRESPASSING,-1043843
2023-00081559,12/3/2023,12/2/2023,1,2,240,21-1720,LARCENY OF AUTO,-1043842
2023-00081687,12/3/2023,12/3/2023,1,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1043841
2023-00081559,12/3/2023,12/2/2023,1,1,23G,21-1705,GRAND LARCENY (THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES),-1043840
2023-00081724,12/3/2023,12/3/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1043839
2023-00081376,12/2/2023,12/2/2023,2,1,88A,CWARR,WARRANT-CLEV COUNTY,-1043838
2023-00081728,12/3/2023,12/2/2023,1,1,90I,RUNAWA,RUNAWAY,-1043837
2023-00081437,12/2/2023,12/2/2023,1,1,90I,RUNAWA,RUNAWAY,-1043836
2023-00081118,12/1/2023,12/1/2023,1,1,90Z,10-7115,CAUSE/PROCURE/PERMIT INJURY/SEX ABUSE TO CHILD (ALL OTHER OFFENSES),-1043835
2023-00081726,12/3/2023,11/30/2023,1,3,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1043834
2023-00081726,12/3/2023,11/30/2023,1,2,13C,21-1081,PROCURING FOR PROSTITUTION (INTIMIDATION),-1043833
2023-00081726,12/3/2023,11/30/2023,1,1,11A,21-1111,RAPE (FORCIBLE RAPE),-1043832
2023-00081749,12/3/2023,12/3/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1043831
2023-00081246,12/1/2023,12/1/2023,1,1,11A,21-1111,RAPE (FORCIBLE RAPE),-1043830
2023-00081429,12/2/2023,11/29/2023,1,1,90H,21-1171.B,PEEPING TOM WITH PHOTOGRAPHIC / ELECTRONIC EQUIPMENT,-1043829
2023-00081700,12/3/2023,12/3/2023,2,1,23C,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),-1043828
2023-00081751,12/3/2023,12/3/2023,1,2,90Z,21-540,OBSTRUCTING OFFICER,-1043827
2023-00081751,12/3/2023,12/3/2023,1,1,90E,37-537.A8,PUBLIC DRUNK,-1043826
2023-00081117,12/1/2023,11/30/2023,1,2,90Z,21-540,OBSTRUCTING OFFICER,-1043825
2023-00081117,12/1/2023,11/30/2023,1,1,220,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (BURGLARY),-1043824
2023-00081575,12/3/2023,12/3/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1043823
2023-00081612,12/3/2023,12/3/2023,1,2,35B,63-2.405,UNLAWFUL POSSESSION OF PARAPHERNALIA,-1043822
2023-00081612,12/3/2023,12/3/2023,1,1,35A,63-2.402.B.1,POSSESSION OF CDS,-1043821
2023-00081736,12/3/2023,12/3/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1043820
2023-00081763,12/4/2023,12/4/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1043819
2023-00081103,12/1/2023,12/1/2023,1,1,90D,47-11.902.4A,DUI UNDER 21,-1043818
2023-00081300,12/1/2023,12/1/2023,1,2,90Z,10A-1-1-105,CHILD ABUSE,-1043817
2023-00081300,12/1/2023,12/1/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1043816
2023-00081538,12/2/2023,12/2/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1043815
2023-00081301,12/1/2023,12/1/2023,1,2,90G,21-1220,POSSESSION/TRANSPORT OF OPEN BOTTLE OR CONTAINER,-1043814
2023-00081301,12/1/2023,12/1/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1043813
2023-00081099,12/1/2023,11/30/2023,1,3,290,DAMAGEDPROP,DAMAGED PROPERTY,-1043812
2023-00081099,12/1/2023,11/30/2023,1,2,280,21-1713,RECEIVE/POSSESS/CONCEAL STOLEN PROPERTY / KCSP (STOLEN PROPERTY OFFENSE),-1043811
2023-00081099,12/1/2023,11/30/2023,1,1,290,21-1760.A.2,MALICIOUS INJURY TO PROPERTY - OVER $1000,-1043810
2023-00081590,12/3/2023,12/3/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1043809
2023-00081595,12/3/2023,12/3/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1043808
2023-00081597,12/3/2023,12/2/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1043807
2023-00081618,12/3/2023,12/3/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1043806
2023-00081621,12/3/2023,12/3/2023,1,1,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1043805
2023-00081711,12/3/2023,12/3/2023,1,1,240,47-4.102,UNAUTHORIZED USE OF A VEHICLE / UUMV FROM NPD (MOTOR VEHICLE THEFT),-1043804
2023-00081640,12/3/2023,12/2/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1043803
2023-00079018,11/22/2023,11/22/2023,2,1,90I,RUNAWA,RUNAWAY,-1043802
2023-00081628,12/3/2023,12/2/2023,1,1,90I,RUNAWA,RUNAWAY,-1043801
2023-00081656,12/3/2023,12/3/2023,1,1,90I,RUNAWA,RUNAWAY,-1043800
2023-00080566,11/29/2023,11/29/2023,1,2,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1043799
2023-00080761,11/29/2023,11/29/2023,1,1,90J,24-505,TRESPASSING,-1043798
2023-00081129,12/1/2023,11/30/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1043797
2023-00081155,12/1/2023,12/1/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1043796
2023-00081155,12/1/2023,12/1/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043795
2023-00080634,11/29/2023,11/29/2023,1,1,90Z,10-7102,CHILD ABUSE,-1043794
2023-00081173,12/1/2023,12/1/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043793
2023-00081135,12/1/2023,11/30/2023,1,1,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1043792
2023-00080940,11/30/2023,11/30/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1043791
2023-00078632,11/20/2023,11/20/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1043790
2023-00081156,12/1/2023,12/1/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1043789
2023-00079431,11/24/2023,11/24/2023,1,1,90Z,24-403,DIST THE PEACE,-1043788
2023-00080647,11/29/2023,11/29/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043787
2023-00080911,11/30/2023,11/30/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1043786
2023-00080323,11/28/2023,11/28/2023,1,1,86D,4-207,REFUSE TO REDEEM ANIMAL,-1043785
2023-00079246,11/23/2023,11/23/2023,1,1,90J,24-505,TRESPASSING,-1043784
2023-00080370,11/28/2023,11/17/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1043783
2023-00063929,9/24/2023,9/24/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043782
2023-90000584,11/30/2023,11/30/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1043781
2023-00063409,9/22/2023,9/21/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1043780
2023-00079305,11/23/2023,11/23/2023,1,2,90Z,24-305,UNDER INFLUENCE/NARC,-1043779
2023-00079305,11/23/2023,11/23/2023,1,1,90J,24-505,TRESPASSING,-1043778
2023-00062505,9/18/2023,9/18/2023,1,2,240,21-1720,LARCENY OF AUTO,-1043777
2023-00080652,11/29/2023,11/29/2023,1,1,90J,24-505,TRESPASSING,-1043776
2023-00081107,12/1/2023,11/17/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1043775
2023-00081029,11/30/2023,11/30/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1043774
2023-00078792,11/21/2023,11/21/2023,1,1,86D,4-501,ANIMAL ABANDONMENT,-1043773
2023-00080978,11/30/2023,11/29/2023,1,1,23C,21-1705,GRAND LARCENY (SHOPLIFTING),-1043772
2023-00080874,11/30/2023,11/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043771
2023-00080974,11/30/2023,11/30/2023,1,1,11A,21-1111,RAPE (FORCIBLE RAPE),-1043770
2023-00080919,11/30/2023,11/29/2023,1,1,11A,21-1111,RAPE (FORCIBLE RAPE),-1043769
2023-00078852,11/21/2023,11/21/2023,1,1,86D,4-601,ANIMAL CRUELTY,-1043768
2023-00080857,11/30/2023,11/15/2023,1,2,23F,21-1708,GRAND LARCENY AT NIGHT (THEFT FROM MOTOR VEHICLE),-1043767
2023-00080857,11/30/2023,11/15/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043766
2023-00080853,11/30/2023,11/29/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1043765
2023-00080952,11/30/2023,11/30/2023,1,2,290,24-502,MOLESTING PROP,-1043764
2023-00080952,11/30/2023,11/30/2023,1,1,90Z,24-403,DIST THE PEACE,-1043763
2023-00081018,11/30/2023,11/29/2023,1,1,90I,RUNAWA,RUNAWAY,-1043762
2023-00080983,11/30/2023,11/30/2023,1,1,90I,RUNAWA,RUNAWAY,-1043761
2023-00080468,11/28/2023,11/28/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043760
2023-00080849,11/30/2023,11/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043759
2023-00080937,11/30/2023,11/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043758
2023-00080777,11/29/2023,11/29/2023,1,5,90Z,21-853,DESERTION OF WIFE AND CHILD UNDER 15,-1043757
2023-00080777,11/29/2023,11/29/2023,1,4,90Z,21-440,HARBORING FUGITIVE,-1043756
2023-00080777,11/29/2023,11/29/2023,1,3,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1043755
2023-00080777,11/29/2023,11/29/2023,1,2,90Z,47-10.102,LEAVING SCENE OF ACCIDENT INVOLVING INJURY,-1043754
2023-00080777,11/29/2023,11/29/2023,1,1,13A,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,-1043753
2023-00081014,11/30/2023,11/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043752
2023-00081070,12/1/2023,12/1/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043751
2023-00081038,11/30/2023,11/30/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1043750
2023-00081048,11/30/2023,11/30/2023,1,1,88C,OWARR,WARRANT-OTHER,-1043749
2023-00080155,11/27/2023,11/24/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043748
2023-00080823,11/30/2023,11/30/2023,1,2,90E,37-8,PUBLIC INTOXICATION,-1043747
2023-00080823,11/30/2023,11/30/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1043746
2023-00080989,11/30/2023,11/30/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1043745
2023-00080889,11/30/2023,11/30/2023,1,1,90E,24-202,PUBLIC INTOX,-1043744
2023-00061616,9/15/2023,9/14/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1043743
2023-00078448,11/20/2023,11/20/2023,1,1,90J,24-505,TRESPASSING,-1043742
2023-00060792,9/12/2023,9/9/2023,1,2,23C,24-503,PETTY LARCENY,-1043741
2023-00060450,9/10/2023,9/8/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1043740
2023-00060253,9/9/2023,9/9/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1043739
2023-00080673,11/29/2023,11/29/2023,1,1,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1043738
2023-00080838,11/30/2023,11/14/2023,1,1,290,24-502,MOLESTING PROP,-1043737
2023-00080852,11/30/2023,11/29/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1043736
2023-00080708,11/29/2023,11/29/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1043735
2023-00080725,11/29/2023,11/29/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1043734
2023-00080641,11/29/2023,11/28/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1043733
2023-00080640,11/29/2023,11/29/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1043732
2023-00077840,11/17/2023,11/17/2023,1,1,90Z,20-2702,SHORT-TERM RENTAL LIC VIOL,-1043731
