CaseNumber,ReportedDate,OffenseDate,Counts,IBRSeqNumber,IBRCrimeCode,Statute,Description,OffenseID,Bias
2023-00062802,9/20/2023,9/20/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1040660,NA
2023-00061810,9/16/2023,9/16/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040659,NA
2023-00054340,8/17/2023,8/17/2023,1,1,520,21-1289.11,RECKLESS CONDUCT WITH FIREARM,-1040658,NA
2023-00060831,9/12/2023,9/12/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040657,NA
2023-00062918,9/20/2023,9/20/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1040656,NA
2023-00062983,9/20/2023,1/1/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040655,NA
2023-00063049,9/20/2023,9/21/2023,1,2,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1040654,NA
2023-00063049,9/20/2023,9/21/2023,1,1,90I,RUNAWA,RUNAWAY,-1040653,NA
2023-00062834,9/20/2023,9/20/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040652,NA
2023-00062858,9/20/2023,9/20/2023,1,1,88A,CWARR,WARRANT-CLEV COUNTY,-1040651,NA
2023-00062803,9/20/2023,9/20/2023,4,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1040650,NA
2023-00062691,9/19/2023,9/19/2023,1,3,90Z,24-602,INTER W/OFF PROC,-1040649,NA
2023-00062691,9/19/2023,9/19/2023,1,2,90E,24-202,PUBLIC INTOX,-1040648,NA
2023-00061641,9/15/2023,9/15/2023,1,1,86D,4-603,NUISANCE ANIMAL,-1040647,NA
2023-00062797,9/20/2023,9/20/2023,1,1,26A,21-1953,COMPUTER FRAUD/UNLAWFUL USE OF COMPUTER/SYSTEM  (FALSE PRETENSES/SWINDLE/CONFIDENCE GAME),-1040646,NA
2023-00062829,9/20/2023,9/18/2023,1,1,83B,MISPER,MISSING PERSON,-1040645,NA
2023-00062839,9/20/2023,9/18/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040644,NA
2023-00062853,9/20/2023,9/20/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040643,NA
2023-00062557,9/19/2023,9/19/2023,1,1,90Z,24-306,INDECENT EXPOSURE,-1040642,NA
2023-00058192,9/1/2023,9/1/2023,1,1,86D,4-603,NUISANCE ANIMAL,-1040641,NA
2023-00062757,9/19/2023,9/19/2023,1,1,90Z,24-403,DIST THE PEACE,-1040640,NA
2023-00062366,9/18/2023,9/19/2023,1,2,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1040639,NA
2023-00062283,9/18/2023,9/18/2023,2,1,290,J24-502,JV MOLESTING PROP,-1040638,NA
2023-00062707,9/19/2023,9/19/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040636,NA
2023-00062759,9/19/2023,9/19/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040635,NA
2023-00062736,9/19/2023,9/19/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040634,NA
2023-00062728,9/19/2023,9/19/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040633,NA
2023-00061781,9/15/2023,9/15/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1040632,NA
2023-00062570,9/19/2023,9/19/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040631,NA
2023-00062599,9/19/2023,9/19/2023,1,1,370,21-1024.1,POSSESS / PROCURE / PURCHASE CHILD P0RNOGRAPHY,-1040630,NA
2023-00062617,9/19/2023,9/19/2023,1,1,23B,21-51.3,PETIT LARCENY AFCF  (PURSE SNATCHING),-1040629,NA
2023-00062623,9/19/2023,9/19/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1040628,NA
2023-00062635,9/19/2023,9/16/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040627,NA
2023-00062657,9/19/2023,9/14/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040626,NA
2023-00062669,9/19/2023,9/18/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040625,NA
2023-00062817,9/20/2023,9/18/2023,1,2,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1040624,NA
2023-00062817,9/20/2023,9/18/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040623,NA
2023-00062850,9/20/2023,9/19/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1040622,NA
2023-00062571,9/19/2023,9/19/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040621,NA
2023-00061751,9/15/2023,9/15/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040620,NA
2023-00061587,9/15/2023,9/14/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040619,NA
2023-00062704,9/19/2023,8/21/2023,1,2,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),-1040618,NA
2023-00062704,9/19/2023,8/21/2023,1,1,240,21-1720,LARCENY OF AUTO,-1040617,NA
2023-00062744,9/19/2023,9/19/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040616,NA
2023-00062773,9/20/2023,9/19/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1040615,NA
2023-00062752,9/19/2023,9/19/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1040614,NA
2023-00062594,9/19/2023,9/19/2023,1,2,240,21-1720,LARCENY OF AUTO,-1040613,NA
2023-00062594,9/19/2023,9/19/2023,1,1,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1040612,NA
2023-00062710,9/19/2023,9/19/2023,1,2,240,21-1720,LARCENY OF AUTO,-1040611,NA
2023-00062710,9/19/2023,9/19/2023,1,1,86R,RECOVEREDVEH,"RECOVERED - AUTO, AIRCRAFT, OR OTHER MOTOR VEHICLE",-1040610,NA
2023-00062720,9/19/2023,9/12/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1040609,NA
2023-00062720,9/19/2023,9/12/2023,1,1,240,21-1720,LARCENY OF AUTO,-1040608,NA
2023-00062706,9/19/2023,9/19/2023,1,1,90I,RUNAWA,RUNAWAY,-1040607,NA
2023-00062693,9/19/2023,9/19/2023,1,2,23C,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),-1040606,NA
2023-00062693,9/19/2023,9/19/2023,1,1,90J,21-1835,TRESPASSING AFTER BEING FORBIDDEN,-1040605,NA
2023-00062717,9/19/2023,9/19/2023,1,1,13A,21-645,ASSAULT &/OR BATTERY W/DANGEROUS WEAPON,-1040604,NA
2023-00062687,9/19/2023,9/19/2023,1,2,240,21-1720,LARCENY OF AUTO,-1040603,NA
2023-00062687,9/19/2023,9/19/2023,1,1,26C,21-1533.1,FRAUDULENTLY OBTAINING PERSONAL IDENTITY OF OTHERS (IMPERSONATION),-1040602,NA
2023-00057201,8/28/2023,8/25/2023,1,1,13A,21-642,BATTERY (AGGRAVATED ASSAULT),-1040601,NA
2023-00062724,9/19/2023,9/18/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1040600,NA
2023-00060791,9/12/2023,9/12/2023,1,3,90Z,59-1512,FALSE DECLARATION OF OWNERSHIP IN PAWN,-1040599,NA
2023-00062746,9/19/2023,9/19/2023,1,1,90D,47-11.902.D,AGGRAVATED DUI /APC (=>.15 BAC),-1040598,NA
2023-00062691,9/19/2023,9/19/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1040597,NA
2023-00062543,9/19/2023,9/19/2023,1,1,23H,21-1438,ENTER STRUCTURE W/CERTAIN INTENT - BREAK AND ENTER (ALL OTHER LARCENY),-1040596,NA
2023-00062421,9/18/2023,9/18/2023,1,1,23C,24-503,PETTY LARCENY,-1040595,NA
2023-00062403,9/18/2023,9/18/2023,1,1,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1040594,NA
2023-00061645,9/15/2023,9/14/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040593,NA
2023-00061382,9/14/2023,9/14/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040592,NA
2023-00061371,9/14/2023,9/14/2023,1,3,90Z,24-602,INTER W/OFF PROC,-1040591,NA
2023-00061371,9/14/2023,9/14/2023,1,2,35B,24-312,POSS/DRUG PARAPHERNALIA,-1040590,NA
2023-00061371,9/14/2023,9/14/2023,1,1,90E,24-202,PUBLIC INTOX,-1040589,NA
2023-00061048,9/13/2023,9/13/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040588,NA
2023-00060836,9/12/2023,9/12/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040587,NA
2023-00060823,9/12/2023,9/12/2023,1,1,86S,INTEL - INFO,INTEL INFORMATION,-1040586,NA
2023-00056374,8/25/2023,8/24/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040585,NA
2023-00061841,9/16/2023,9/16/2023,1,1,90Z,24-305,UNDER INFLUENCE/NARC,-1040584,NA
2023-00062312,9/18/2023,9/18/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1040583,NA
2023-00062615,9/19/2023,9/17/2023,1,1,90Z,21-1021,INDECENT EXPOSURE (ALL OTHER OFFENSES),-1040582,NA
2023-00062595,9/19/2023,9/19/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1040581,NA
2023-00062606,9/19/2023,9/19/2023,1,1,23C,21-1701,LARCENY (SHOPLIFTING),-1040580,NA
2023-00058737,9/3/2023,9/3/2023,4,1,86D,4-501,ANIMAL ABANDONMENT,-1040579,NA
2023-00061914,9/16/2023,9/16/2023,1,3,90J,24-505,TRESPASSING,-1040578,NA
2023-00061914,9/16/2023,9/16/2023,1,2,90E,24-202,PUBLIC INTOX,-1040577,NA
2023-00058684,9/3/2023,9/3/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040576,NA
2023-00057270,8/28/2023,8/27/2023,1,1,90Z,Apr-47,POSSESSION OF DANGEROUS DOG,-1040575,NA
2023-00061914,9/16/2023,9/16/2023,3,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1040574,NA
2023-00061685,9/15/2023,9/15/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1040573,NA
2023-00061397,9/14/2023,8/6/2023,1,2,290,DAMAGEDPROP,DAMAGED PROPERTY,-1040572,NA
2023-00061397,9/14/2023,8/6/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1040571,NA
2023-00060828,9/12/2023,9/12/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1040570,NA
2023-00062201,9/17/2023,9/17/2023,1,2,13B,24-401,ASSAULT & BATTERY,-1040569,NA
2023-00062258,9/18/2023,9/18/2023,1,2,23C,24-503,PETTY LARCENY,-1040567,NA
2023-00062255,9/18/2023,9/18/2023,1,1,90Z,20-402,ALARM SYSTEM VIOLATION,-1040566,NA
2023-00062220,9/17/2023,9/17/2023,1,2,13B,J24-401,JV ASSAULT & BATTERY,-1040565,NA
2023-00061782,9/15/2023,9/15/2023,1,1,90J,24-505,TRESPASSING,-1040564,NA
2023-00062158,9/17/2023,9/17/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1040563,NA
2023-00062515,9/19/2023,9/19/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1040562,NA
2023-00062353,9/18/2023,9/18/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040561,NA
2023-00061303,9/14/2023,9/14/2023,1,2,35B,J24-312,JV POSS/DRUG PARAPHERNALIA,-1040560,NA
2023-00061303,9/14/2023,9/14/2023,1,1,35A,J24-307,JV POSS/MARIJ,-1040559,NA
2023-00060879,9/12/2023,9/12/2023,1,1,90J,24-505,TRESPASSING,-1040558,NA
2023-00062485,9/18/2023,9/18/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040557,NA
2023-00062458,9/18/2023,9/18/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040556,NA
2023-00062475,9/18/2023,9/18/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040555,NA
2023-00062220,9/17/2023,9/17/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040554,NA
2023-00062380,9/18/2023,9/18/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040553,NA
2023-00062344,9/18/2023,9/14/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040552,NA
2023-00062400,9/18/2023,9/14/2023,1,1,90Z,21-1021,INDECENT EXPOSURE (ALL OTHER OFFENSES),-1040551,NA
2023-00062274,9/18/2023,9/17/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040550,NA
2023-00062324,9/18/2023,9/18/2023,1,1,23C,24-503,PETTY LARCENY,-1040549,NA
2023-00062354,9/18/2023,9/17/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040548,NA
2023-00062359,9/18/2023,9/18/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1040547,NA
2023-00062401,9/18/2023,9/18/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040546,NA
2023-00062424,9/18/2023,9/18/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040545,NA
2023-00062427,9/18/2023,9/18/2023,1,1,23C,21-1731,LARCENY OF MERCHANDISE FROM RETAILER (SHOPLIFTING),-1040544,NA
2023-00062453,9/18/2023,9/18/2023,2,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040543,NA
2023-00062453,9/18/2023,9/18/2023,3,1,290,21-1787,LOITER/INJURE/MOLEST MOTOR VEHICLE - JOY RIDE (DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY),-1040542,NA
2023-00062542,9/19/2023,9/19/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040541,NA
2023-00062484,9/18/2023,9/18/2023,1,1,26E,21-1545,USING FALSE CHECK (WIRE FRAUD),-1040540,NA
2023-00062487,9/18/2023,9/18/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040539,NA
2023-00062366,9/18/2023,9/18/2023,1,1,240,21-1720,LARCENY OF AUTO,-1040538,NA
2023-00062357,9/18/2023,9/1/2023,1,3,290,21-1760.A.2,MALICIOUS INJURY TO PROPERTY - OVER $1000,-1040537,NA
2023-00062357,9/18/2023,9/1/2023,1,2,13C,21-1173,STALKING (INTIMIDATION),-1040536,NA
2023-00062357,9/18/2023,9/1/2023,1,1,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1040535,NA
2023-00061581,9/15/2023,9/15/2023,1,1,13C,21-641,ASSAULT / THREATS (INTIMIDATION),-1040534,NA
2023-00062461,9/18/2023,9/18/2023,2,2,88A,CWARR,WARRANT-CLEV COUNTY,-1040533,NA
2023-00062461,9/18/2023,9/18/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1040532,NA
2023-00062477,9/18/2023,9/18/2023,1,1,90I,RUNAWA,RUNAWAY,-1040531,NA
2023-00062528,9/19/2023,9/19/2023,2,3,13C,21-1378.B,ACT OF VIOLENCE - THREATEN SERIOUS BODILY HARM OR DEATH,-1040530,NA
2023-00062528,9/19/2023,9/19/2023,2,2,13B,21-644,ASSAULT AND BATTERY (SIMPLE ASSAULT),-1040529,NA
2023-00062528,9/19/2023,9/19/2023,1,1,90E,37-8,PUBLIC INTOXICATION,-1040528,NA
2023-00060578,9/11/2023,9/11/2023,1,1,90J,24-505,TRESPASSING,-1040527,NA
2023-00060231,9/9/2023,9/9/2023,1,1,90E,24-202,PUBLIC INTOX,-1040526,NA
2023-00061677,9/15/2023,9/15/2023,1,2,90J,24-505,TRESPASSING,-1040525,NA
2023-00061677,9/15/2023,9/15/2023,2,1,88B,MWARR,WARRANT-MUNICIPAL (NORMAN),-1040524,NA
2023-00061456,9/14/2023,9/14/2023,1,1,13B,24-401,ASSAULT & BATTERY,-1040523,NA
2023-00062242,9/18/2023,9/18/2023,1,2,90Z,24-603,LITTERING,-1040522,NA
2023-00062242,9/18/2023,9/18/2023,1,1,90J,24-505,TRESPASSING,-1040521,NA
2023-00062306,9/18/2023,8/20/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040520,NA
2023-00061727,9/15/2023,9/15/2023,1,3,23C,24-503,PETTY LARCENY,-1040519,NA
2023-00061647,9/15/2023,9/15/2023,1,1,13B,J24-401,JV ASSAULT & BATTERY,-1040518,NA
2023-00062279,9/18/2023,9/18/2023,1,1,90I,RUNAWA,RUNAWAY,-1040517,NA
2023-00061359,9/14/2023,9/13/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040516,NA
2023-00061815,9/16/2023,9/16/2023,1,1,90E,24-202,PUBLIC INTOX,-1040515,NA
2023-00061292,9/14/2023,9/13/2023,1,2,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040514,NA
2023-00061805,9/16/2023,9/16/2023,1,1,90E,24-202,PUBLIC INTOX,-1040513,NA
2023-00061969,9/16/2023,9/16/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040512,NA
2023-00061997,9/16/2023,9/16/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040511,NA
2023-00061754,9/15/2023,9/15/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040510,NA
2023-00062075,9/17/2023,9/17/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040509,NA
2023-00062111,9/17/2023,9/17/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040508,NA
2023-00061869,9/16/2023,9/16/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040507,NA
2023-00061924,9/16/2023,9/16/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040506,NA
2023-00062008,9/16/2023,9/16/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040505,NA
2023-00061853,9/16/2023,9/16/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040504,NA
2023-00061549,9/15/2023,9/15/2023,1,1,86M,EDPROTECTCUST,EMERGENCY DETENTION / PROTECTIVE CUSTODY,-1040503,NA
2023-00062307,9/18/2023,9/18/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040502,NA
2023-00062278,9/18/2023,9/17/2023,1,1,90I,RUNAWA,RUNAWAY,-1040501,NA
2023-00061657,9/15/2023,8/10/2023,1,1,90Z,22-60.6,PROTECTIVE ORDER VIOLATION / VPO,-1040500,NA
2023-00061902,9/16/2023,9/15/2023,1,1,13C,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (INTIMIDATION),-1040499,NA
2023-00058360,9/1/2023,9/1/2023,1,1,23H,21-1701,LARCENY (ALL OTHER LARCENY),-1040498,NA
2023-00060348,9/10/2023,9/10/2023,1,1,23A,21-1706,PETIT LARCENY (POCKET-PICKING),-1040497,NA
2023-00060383,9/10/2023,9/10/2023,1,1,23C,21-1705,GRAND LARCENY (SHOPLIFTING),-1040496,NA
2023-00060727,9/12/2023,9/11/2023,1,1,290,21-1760.A.2,MALICIOUS INJURY TO PROPERTY - OVER $1000,-1040495,NA
2023-00060877,9/12/2023,9/8/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040494,NA
2023-00061022,9/13/2023,9/13/2023,1,1,13B,21-642,BATTERY (SIMPLE ASSAULT),-1040493,NA
2023-00061286,9/14/2023,9/14/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040492,NA
2023-00061291,9/14/2023,9/14/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040491,NA
2023-00061453,9/14/2023,9/14/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1040490,NA
2023-00061459,9/14/2023,9/1/2023,1,1,270,21-1451,EMBEZZLEMENT,-1040489,NA
2023-00061460,9/14/2023,9/14/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040488,NA
2023-00061513,9/15/2023,9/15/2023,1,1,290,21-1760,MALICIOUS INJURY/DESTRUCTION OF PROPERTY/VANDALISM,-1040487,NA
2023-00061585,9/15/2023,9/15/2023,1,1,90Z,21-1172,OBSCENE/THREATENING/HARASSING PHONE CALL (ALL OTHER OFFENSES),-1040486,NA
2023-00061615,9/15/2023,8/10/2023,1,2,23D,21-1706,PETIT LARCENY (THEFT FROM BUILDING),-1040485,NA
2023-00061615,9/15/2023,8/10/2023,1,1,250,21-1592,UTTERING FORGED INSTRUMENTS (COUNTERFEITING/FORGERY),-1040484,NA
2023-00061616,9/15/2023,9/14/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040483,NA
2023-00061625,9/15/2023,9/8/2023,1,1,26B,21-1550.2,UNAUTHORIZED USE OF CREDIT CARD (CREDIT CARD/AUTOMATED TELLER MACHINE FRAUD),-1040482,NA
2023-00061775,9/15/2023,9/15/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1040481,NA
2023-00061626,9/15/2023,9/15/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040480,NA
2023-00061639,9/15/2023,9/15/2023,1,1,11D,21-1123.B,SEXUAL BATTERY,-1040479,NA
2023-00061682,9/15/2023,9/9/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1040478,NA
2023-00061707,9/15/2023,9/11/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040477,NA
2023-00061730,9/15/2023,9/12/2023,1,1,13B,21-644.C,DOMESTIC ABUSE (SIMPLE ASSAULT),-1040476,NA
2023-00061732,9/15/2023,9/15/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1040475,NA
2023-00061735,9/15/2023,9/15/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040474,NA
2023-00061740,9/15/2023,9/15/2023,1,1,86P,UNATDTH,UNATTENDED / ATTENDED DEATH,-1040473,NA
2023-00061758,9/15/2023,9/15/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1040472,NA
2023-00061772,9/15/2023,9/15/2023,1,1,23H,21-1705,GRAND LARCENY (ALL OTHER LARCENY),-1040471,NA
2023-00061930,9/16/2023,9/16/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040470,NA
2023-00061830,9/16/2023,9/15/2023,1,1,220,21-1435.A,BURGLARY - SECOND DEGREE (BURGLARY),-1040469,NA
2023-00061844,9/16/2023,9/16/2023,1,1,90Z,21-1123,LEWD OR INDECENT PROPOSALS/ACTS TO CHILD (ALL OTHER OFFENSE),-1040468,NA
2023-00061877,9/16/2023,9/16/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040467,NA
2023-00061882,9/16/2023,9/15/2023,1,1,90Z,47-4.103,"UNAUTHORIZED RECEIPT, POSSESSION, CONCEALMENT, SALE, OR DISPOSSESSION OF VEHICLE OR IMPLEMENT OF HUSBANDRY",-1040466,NA
2023-00061905,9/16/2023,9/16/2023,1,1,83D,RUNAWAYLOC,RUNAWAY-LOCATED/RECOVERED (OUTSIDE AGENCY),-1040465,NA
2023-00061906,9/16/2023,9/2/2023,1,1,23D,21-1705,GRAND LARCENY (THEFT FROM BUILDING),-1040464,NA
2023-00061913,9/16/2023,9/7/2023,1,1,11D,21-1123.B,SEXUAL BATTERY,-1040463,NA
2023-00061922,9/16/2023,9/16/2023,1,1,80N,PUBLICDOC,PUBLIC DOCUMENTATION,-1040462,NA
2023-00061939,9/16/2023,9/14/2023,1,1,11C,21-1111.1,RAPE BY INSTRUMENTATION,-1040461,NA
2023-00061949,9/16/2023,9/16/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040460,NA
2023-00061963,9/16/2023,9/16/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1040459,NA
2023-00061972,9/16/2023,9/11/2023,1,2,23H,21-1706,PETIT LARCENY (ALL OTHER LARCENY),-1040458,NA
2023-00061972,9/16/2023,9/11/2023,1,1,26B,21-1550.25,FRAUDULENT USE OF CREDIT CARD NUMBER,-1040457,NA
2023-00061966,9/16/2023,6/1/2023,1,1,86S,LOSTPROP,LOST PROPERTY,-1040456,NA
2023-00062037,9/17/2023,9/17/2023,1,1,90D,47-11.902,DUI - LIQUOR OR DRUGS/APCV,-1040455,NA
2023-00062119,9/17/2023,9/17/2023,1,1,86G,FOUNDPROP,FOUND PROPERTY,-1040454,NA
2023-00062131,9/17/2023,9/17/2023,1,1,13B,21-644.1,DOMESTIC ABUSE WITH PRIOR PATTERN OF PHYSICAL ABUSE (SIMPLE ASSAULT),-1040453,NA
2023-00062121,9/17/2023,9/17/2023,1,1,23F,21-1435.B,"BURGLARY FROM AUTO, TRUCK, TRAILER, VESSEL  - THIRD DEGREE (THEFT FROM MOTOR VEHICLE)",-1040452,NA
2023-00062124,9/17/2023,9/17/2023,1,1,83B,MISPER,MISSING PERSON,-1040451,NA
2023-00062145,9/17/2023,9/17/2023,1,1,86S,OFINFO,OFFICERS INFORMATION,-1040450,NA
