FILENUM,INCIDENT_TYPE,INVOLVMENT,SUBJ_TYPE,SUBJ_INC_NUM,AGE,YRS_EMPL,SEX,RACE,Allegations_SOURCE,ALLEGATION_MADE,FINDING,SERVICE_TYPE,UOF_SOURCE,RESISTANCE_TYPE,SUB_ACT_DESC,UOF_EFFECTIVE,SUBJ_INJ,SUBJ_INJ_HOSP
UF2018-033,Use of force,Complainant,Citizen,3578,18,NA,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,Active Armed,n/a,Yes,Yes
UF2018-033,Use of force,Complainant,Citizen,3578,18,NA,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,Active Armed,n/a,Yes,Yes
IAE2017-044,Complaint External--IAE,Officer,Officer,9660,27,4,Male,White,Employee,Conduct - Unreasonable or unwarranted use of force,No Misconduct,NA,NA,NA,NA,NA,NA,NA
IAE2016-035,Complaint External--IAE,Complainant,Citizen,2999,NA,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-042,Complaint External--IAE,Officer,Officer,9673,31,4,Male,Native Am,Employee,Conduct - Unreasonable or unwarranted use of force,Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2018-033,Use of force,Witness,Citizen,3579,44,NA,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,n/a,Yes,Yes
IAE2016-035,Complaint External--IAE,Complainant,Citizen,3000,NA,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-033,Use of force,Officer,Officer,10868,33,9,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,Taser Use,Yes,No,No
IAE2016-035,Complaint External--IAE,Witness,Officer,8116,28,3,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-033,Use of force,Witness,Officer,10871,34,3,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,NA,No,No
IAE2016-035,Complaint External--IAE,Witness,Officer,8126,26,3,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-033,Use of force,Witness,Officer,10869,28,2,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,NA,No,No
IAE2016-036,Complaint External--IAE,Complainant,Citizen,2984,NA,NA,Male,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-033,Use of force,Witness,Officer,10870,27,1,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,NA,No,No
IAE2017-043,Complaint External--IAE,Officer,Officer,9769,36,8,Female,White,Supervisor,"Conduct - Exceeding powers by unreaonable, unlwawful or excessive conduct",Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2018-034,Use of force,Complainant,Citizen,3580,18,NA,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,Self-Destructive,n/a,Yes,Yes
IQE2016-029,Complaint External--IAE,Complainant,Citizen,2985,NA,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-034,Use of force,Witness,Citizen,3581,44,NA,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,n/a,Yes,Yes
IAE2017-045,Complaint External--IAE,Officer,Officer,9773,35,6,Male,White,Employee,"Discrimination, Oppression or Favoritism - Race",Unfounded,NA,NA,NA,NA,NA,NA,NA
UF2018-034,Use of force,Officer,Officer,10872,28,2,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,Taser Use,Yes,No,No
IQE2016-029,Complaint External--IAE,Witness,Officer,8067,40,0,Female,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-034,Use of force,Witness,Officer,10873,33,9,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,NA,No,No
IAI2017-014,Complaint Internal--IAI,Officer,Officer,9795,33,2,Male,White,Employee,*Damage - Caused,Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2017-014,Complaint Internal--IAI,Officer,Officer,9795,33,2,Male,White,Employee,"Conduct - Exceeding powers by unreaonable, unlwawful or excessive conduct",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2017-014,Complaint Internal--IAI,Officer,Officer,9795,33,2,Male,White,Employee,"Laws, Rules, and Orders - Violation of policy",Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2018-034,Use of force,Witness,Officer,10874,34,3,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,NA,No,No
UF2018-034,Use of force,Witness,Officer,10875,27,1,Male,White,NA,NA,NA,Suicide Attempt,Employee,Destructive Self/Others,NA,NA,No,No
UF2018-035,Use of force,Complainant,Citizen,3582,32,NA,Male,Hispanic,NA,NA,NA,Vehicle Pursuit,Employee,Passive Non Compliant,Passive Non Compliant,n/a,No,Yes
UF2018-035,Use of force,Officer,Officer,10891,24,2,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Passive Non Compliant,Taser Use,Yes,No,No
UF2018-035,Use of force,Witness,Officer,10899,33,5,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Passive Non Compliant,NA,NA,No,No
UF2018-035,Use of force,Witness,Officer,10898,35,3,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Passive Non Compliant,NA,NA,No,No
IAI2017-015,Complaint Internal--IAI,Officer,Officer,9814,54,23,Male,White,Employee,Conduct - Conduct that adversely affects members relationship with the department,Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-015,Complaint Internal--IAI,Officer,Officer,9814,54,23,Male,White,Employee,Department Values Violation - Mutual Respect,Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-015,Complaint Internal--IAI,Officer,Officer,9814,54,23,Male,White,Employee,"Discrimination, Oppression or Favoritism - Age",Exceptional,NA,NA,NA,NA,NA,NA,NA
IAI2017-015,Complaint Internal--IAI,Officer,Officer,9814,54,23,Male,White,Employee,Performance - Making false or misleading statements,Sustained,NA,NA,NA,NA,NA,NA,NA
UF2018-035,Use of force,Witness,Officer,10897,30,3,Male,White,NA,NA,NA,Vehicle Pursuit,Employee,Passive Non Compliant,NA,NA,No,No
UF2018-030,Use of force,Complainant,Citizen,3585,31,NA,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,NA,n/a,Yes,Yes
UF2018-030,Use of force,Officer,Officer,10902,49,26,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Firearm Discharge,Yes,No,No
UF2018-030,Use of force,Officer,Officer,10902,49,26,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Firearm Pointing,No,No,No
UF2018-030,Use of force,Officer,Officer,10987,38,11,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Firearm Pointing,No,No,No
UF2018-030,Use of force,Officer,Officer,10988,44,9,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Firearm Pointing,No,No,No
UF2018-030,Use of force,Officer,Officer,10903,33,7,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Firearm Discharge,Yes,No,No
UF2018-030,Use of force,Officer,Officer,10903,33,7,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Firearm Pointing,No,No,No
DLA2017-011,Complaint Internal--IAI,Officer,Officer,9835,31,1,Female,White,Employee,Efficiency - Unsatisfactory work performance,Sustained,NA,NA,NA,NA,NA,NA,NA
UF2018-030,Use of force,Officer,Officer,10986,37,7,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Bean Bag (Shotgun),No,No,No
UF2018-030,Use of force,Officer,Officer,10986,37,7,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Firearm Pointing,No,No,No
IQI2017-016,Inquiry Internal--IQI,Officer,Officer,9843,48,26,Male,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Administrative,NA,NA,NA,NA,NA,NA,NA
UF2018-030,Use of force,Officer,Officer,10989,33,1,Male,White,NA,NA,NA,Warrant Service,Supervisor,Active Resister Armed,Firearm Pointing,No,No,No
UF2018-036,Use of force,Complainant,Citizen,3587,29,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Armed,n/a,No,Yes
UF2018-036,Use of force,Complainant,Citizen,3587,29,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Fleeing,n/a,No,Yes
IQI2017-016,Inquiry Internal--IQI,Officer,Officer,9844,32,5,Female,White,Employee,"Conduct - Other conduct contrary to good order, efficiency or morale",Administrative,NA,NA,NA,NA,NA,NA,NA
UF2018-036,Use of force,Officer,Officer,10914,50,18,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Firearm Pointing,No,No,No
UF2018-036,Use of force,Officer,Officer,10914,50,18,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Taser Use,No,No,No
UF2018-036,Use of force,Officer,Officer,10914,50,18,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Verbal Commands,No,No,No
IAE2017-046,Complaint External--IAE,Officer,Officer,9870,42,18,Female,White,Citizen Telephone Call,"Conduct - Discourteous, disrespectful or discriminatory treatment of public",Unfounded,NA,NA,NA,NA,NA,NA,NA
IAE2017-046,Complaint External--IAE,Officer,Officer,9870,42,18,Female,White,Citizen Telephone Call,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Exonerated,NA,NA,NA,NA,NA,NA,NA
IQI2016-006,Inquiry Internal--IQI,Complainant,Citizen,2994,34,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-036,Use of force,Officer,Officer,10915,38,9,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Firearm Pointing,No,No,No
UF2018-036,Use of force,Officer,Officer,10915,38,9,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Taser Use,No,No,No
UF2018-036,Use of force,Officer,Officer,10915,38,9,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Verbal Commands,No,No,No
IQI2017-017,Inquiry Internal--IQI,Officer,Officer,9941,48,20,Male,White,Employee,Department Values Violation - Partnerships,Unfounded,NA,NA,NA,NA,NA,NA,NA
IQI2016-006,Inquiry Internal--IQI,Witness,Citizen,2995,31,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-017,Complaint External--IAE,Officer,Officer,10001,42,6,Male,White,Employee,"Conduct - Discourteous, disrespectful or discriminatory treatment of public",Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2018-036,Use of force,Officer,Officer,10918,36,7,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Taser Use,Yes,No,No
UF2018-036,Use of force,Officer,Officer,10918,36,7,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Verbal Commands,No,No,No
IQI2016-006,Inquiry Internal--IQI,Witness,Officer,8098,53,17,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-050,Complaint External--IAE,Officer,Officer,10050,35,7,Male,White,Supervisor,"Conduct - Discourteous, disrespectful or discriminatory treatment of public",Exonerated,NA,NA,NA,NA,NA,NA,NA
UF2018-037,Use of force,Complainant,Citizen,3586,29,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2018-037,Use of force,Complainant,Citizen,3586,29,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Armed,n/a,Yes,Yes
UF2018-037,Use of force,Complainant,Citizen,3586,29,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Fleeing,n/a,Yes,Yes
UF2018-037,Use of force,Complainant,Citizen,3586,29,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Active Fleeing,n/a,Yes,Yes
IQI2016-006,Inquiry Internal--IQI,Witness,Officer,8096,31,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAE2017-049,Complaint External--IAE,Officer,Officer,10053,33,2,Male,White,Citizen Telephone Call,"Conduct - Discourteous, disrespectful or discriminatory treatment of public",Unfounded,NA,NA,NA,NA,NA,NA,NA
IQI2016-006,Inquiry Internal--IQI,Witness,Officer,8097,29,3,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10060,38,14,Male,White,Employee,"Conduct - Misappropriation or misuse of public funds, property, personnel or sevices",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10060,38,14,Male,White,Employee,Ethics - Using/Disclosing employment status for benefit,Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10060,38,14,Male,White,Employee,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10060,38,14,Male,White,Employee,"Unauthorized Access, Disclosure or Use - Of department property",Sustained,NA,NA,NA,NA,NA,NA,NA
UF2018-037,Use of force,Officer,Officer,10911,38,9,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Taser Pointing,No,No,No
UF2018-037,Use of force,Officer,Officer,10911,38,9,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,Taser Use,No,No,No
UF2018-037,Use of force,Witness,Officer,10913,50,18,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
UF2018-037,Use of force,Witness,Officer,11048,36,7,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Armed,NA,NA,No,No
IQE2016-031,Inquiry External--IQE,Complainant,Citizen,2996,0,NA,Male,Black,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-043,Use of force,Complainant,Citizen,3592,NA,NA,Male,White,NA,NA,NA,Contact a Subject,Employee,Active Resister Unarmed,Active Unarmed,n/a,No,No
IAI2016-019,Complaint Internal--IAI,Complainant,Citizen,2998,44,NA,Male,Hispanic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-043,Use of force,Witness,Citizen,3593,NA,NA,Male,White,NA,NA,NA,Contact a Subject,Employee,Active Resister Unarmed,NA,n/a,No,No
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10095,49,17,Male,White,Employee,"Conduct - Misappropriation or misuse of public funds, property, personnel or sevices",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10095,49,17,Male,White,Employee,"Ethics - Misappropriation or misue of public funds, property, personnel or services",Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10095,49,17,Male,White,Employee,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10095,49,17,Male,White,Employee,"Unauthorized Access, Disclosure or Use - Of department property",Sustained,NA,NA,NA,NA,NA,NA,NA
UF2018-043,Use of force,Officer,Officer,10944,44,19,Male,White,NA,NA,NA,Contact a Subject,Employee,Active Resister Unarmed,Leg Sweep Takedown,Yes,No,No
UF2018-038,Use of force,Complainant,Citizen,3594,16,NA,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Unarmed,Active Unarmed,n/a,Yes,No
UF2018-038,Use of force,Officer,Officer,10957,47,20,Male,White,NA,NA,NA,Protective Custody,Employee,Active Resister Unarmed,Arm Bar Takedown,Yes,No,No
UF2018-040,Use of force,Complainant,Citizen,3595,47,NA,Male,Black,NA,NA,NA,Traffic Stop,Employee,Active Fleeing,Active Armed,n/a,Yes,Yes
UF2018-040,Use of force,Complainant,Citizen,3595,47,NA,Male,Black,NA,NA,NA,Traffic Stop,Employee,Active Fleeing,Active Fleeing,n/a,Yes,Yes
UF2018-040,Use of force,Complainant,Citizen,3595,47,NA,Male,Black,NA,NA,NA,Traffic Stop,Employee,Active Fleeing,Passive Non Compliant,n/a,Yes,Yes
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10058,51,26,Male,White,Employee,"Conduct - Misappropriation or misuse of public funds, property, personnel or sevices",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10058,51,26,Male,White,Employee,Ethics - Using/Disclosing employment status for benefit,Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10058,51,26,Male,White,Employee,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10058,51,26,Male,White,Employee,"Unauthorized Access, Disclosure or Use - Of department property",Sustained,NA,NA,NA,NA,NA,NA,NA
UF2018-040,Use of force,Officer,Officer,10972,35,3,Male,White,NA,NA,NA,Traffic Stop,Employee,Active Fleeing,Taser Use,No,No,No
UF2018-040,Use of force,Officer,Officer,10972,35,3,Male,White,NA,NA,NA,Traffic Stop,Employee,Active Fleeing,Verbal Commands,No,No,No
IAI2016-019,Complaint Internal--IAI,Witness,Officer,8108,53,14,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-041,Use of force,Complainant,Citizen,3602,46,NA,Female,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Active Unarmed,n/a,No,No
UF2018-041,Use of force,Complainant,Citizen,3602,46,NA,Female,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Passive Non Compliant,n/a,No,No
IAI2016-019,Complaint Internal--IAI,Witness,Officer,8109,38,11,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IAI2016-019,Complaint Internal--IAI,Witness,Officer,8110,36,7,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-041,Use of force,Witness,Citizen,3603,67,NA,Female,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,NA,n/a,No,No
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10063,37,10,Male,White,Employee,"Conduct - Misappropriation or misuse of public funds, property, personnel or sevices",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10063,37,10,Male,White,Employee,Ethics - Using/Disclosing employment status for benefit,Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10063,37,10,Male,White,Employee,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10063,37,10,Male,White,Employee,"Unauthorized Access, Disclosure or Use - Of department property",Sustained,NA,NA,NA,NA,NA,NA,NA
UF2018-041,Use of force,Officer,Officer,10993,29,4,Male,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,Compliance Hold,Yes,No,No
UF2018-041,Use of force,Witness,Officer,10994,31,9,Male,White,NA,NA,NA,Disturbance,Employee,Passive Non Compliant,NA,NA,No,No
UF2018-042,Use of force,Complainant,Citizen,3616,28,NA,Male,Black,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,Active Unarmed,n/a,No,No
UF2018-042,Use of force,Complainant,Citizen,3616,28,NA,Male,Black,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,Passive Non Compliant,n/a,No,No
IQE2016-030,Inquiry External--IQE,Complainant,Citizen,3003,NA,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UF2018-042,Use of force,Officer,Officer,11060,30,3,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,Baton Presentation,No,No,No
UF2018-042,Use of force,Officer,Officer,11060,30,3,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,Compliance Hold,No,No,No
UF2018-042,Use of force,Officer,Officer,11060,30,3,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,OC Presentation,No,No,No
UF2018-042,Use of force,Officer,Officer,11060,30,3,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,OC Use,Yes,No,No
UF2018-042,Use of force,Officer,Officer,11060,30,3,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,Strike w/ hand-foot-etc.,Yes,No,No
UF2018-042,Use of force,Officer,Officer,11060,30,3,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,Verbal Commands,No,No,No
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10062,30,8,Male,White,Employee,"Conduct - Misappropriation or misuse of public funds, property, personnel or sevices",Exonerated,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10062,30,8,Male,White,Employee,Ethics - Using/Disclosing employment status for benefit,Unfounded,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10062,30,8,Male,White,Employee,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-018,Complaint Internal--IAI,Officer,Officer,10062,30,8,Male,White,Employee,"Unauthorized Access, Disclosure or Use - Of department property",Sustained,NA,NA,NA,NA,NA,NA,NA
IQE2016-032,Inquiry External--IQE,Complainant,Citizen,3004,NA,NA,Female,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IQE2018-010,Inquiry External--IQE,Officer,Officer,10110,34,4,Male,White,Citizen Letter,Efficiency - Unsatisfactory work performance,Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2018-042,Use of force,Witness,Officer,11063,33,9,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,NA,NA,No,No
IQE2018-010,Inquiry External--IQE,Officer,Officer,10109,32,4,Male,White,Citizen Letter,Efficiency - Unsatisfactory work performance,Exceptional,NA,NA,NA,NA,NA,NA,NA
UF2018-042,Use of force,Witness,Officer,11062,33,9,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,NA,NA,No,No
UF2018-042,Use of force,Witness,Officer,11061,35,3,Male,White,NA,NA,NA,Fight Call,Employee,Active Resister Unarmed,NA,NA,No,No
IAE2017-051,Complaint External--IAE,Officer,Officer,10119,26,2,Male,Asian,NA,Conduct - Unreasonable or unwarranted use of force,No Misconduct,NA,NA,NA,NA,NA,NA,NA
UF2018-045,Use of force,Complainant,Citizen,3639,40,NA,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,NA,n/a,No,Yes
UF2018-045,Use of force,Officer,Officer,11147,49,21,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,NA,NA,No,No
IAI2017-020,Complaint Internal--IAI,Officer,Officer,10142,46,18,Male,White,Employee,Intoxicants - working secondary employment in uniform while intoxicated (alcohol),Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Officer,Officer,10142,46,18,Male,White,Employee,"Laws, Rules, and Orders - Violation of federal, state, local or admin laws, rules or regulations",Sustained,NA,NA,NA,NA,NA,NA,NA
IAI2017-020,Complaint Internal--IAI,Officer,Officer,10142,46,18,Male,White,Employee,Performance - Making false or misleading statements,Non-Sustained,NA,NA,NA,NA,NA,NA,NA
UF2018-045,Use of force,Officer,Officer,11144,44,9,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Compliance Hold,Yes,No,No
UF2018-045,Use of force,Officer,Officer,11145,48,4,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Compliance Hold,Yes,No,No
UF2018-045,Use of force,Officer,Officer,11143,30,3,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Arm Bar Takedown,Yes,No,No
UF2018-045,Use of force,Officer,Officer,11143,30,3,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Created Distance,No,No,No
UF2018-045,Use of force,Officer,Officer,11143,30,3,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Taser Use,No,No,No
UF2018-045,Use of force,Officer,Officer,11143,30,3,Male,White,NA,NA,NA,Disturbance,Employee,Active Resister Unarmed,Verbal Commands,No,No,No
IAE2016-039,Complaint External--IAE,Complainant,Citizen,3009,NA,NA,Male,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
