AccidentNumber,AccidentDatetime,UnitNumber,UnitSubjectNumber,Description,Sev_Num
2021-00000861,1/5/2021 18:59,1,1,No Injury,3
2021-00000996,1/6/2021 13:16,1,2,No Injury,3
2021-00000996,1/6/2021 13:16,1,3,No Injury,3
2021-00000996,1/6/2021 13:16,1,4,No Injury,3
2021-00000996,1/6/2021 13:16,2,1,No Injury,3
2021-00000996,1/6/2021 13:16,1,1,Possible,4
2021-00000310,1/2/2021 22:18,1,1,No Injury,3
2021-00000310,1/2/2021 22:18,2,1,No Injury,3
2021-00000310,1/2/2021 22:18,2,2,No Injury,3
2021-00000372,1/3/2021 9:10,1,1,No Injury,3
2021-00000372,1/3/2021 9:10,1,2,No Injury,3
2021-00001003,1/6/2021 13:11,2,1,Not Applicable,1
2021-00001003,1/6/2021 13:11,1,1,Unknown,2
2021-00001055,1/6/2021 17:54,1,1,No Injury,3
2021-00001055,1/6/2021 17:54,1,2,No Injury,3
2021-00001225,1/5/2021 14:15,1,1,No Injury,3
2021-00001242,1/7/2021 18:23,1,1,No Injury,3
2021-00001242,1/7/2021 18:23,2,1,No Injury,3
2021-00001222,1/7/2021 15:54,2,1,No Injury,3
2021-00001222,1/7/2021 15:54,1,1,Possible,4
2021-00001413,1/8/2021 15:55,1,1,No Injury,3
2021-00001413,1/8/2021 15:55,2,4,No Injury,3
2021-00001413,1/8/2021 15:55,2,5,No Injury,3
2021-00001413,1/8/2021 15:55,2,6,No Injury,3
2021-00001413,1/8/2021 15:55,2,1,Possible,4
2021-00001413,1/8/2021 15:55,2,2,Possible,4
2021-00001413,1/8/2021 15:55,2,3,Possible,4
2021-00001420,1/8/2021 16:14,1,1,No Injury,3
2021-00001420,1/8/2021 16:14,2,1,No Injury,3
2021-00001420,1/8/2021 16:14,2,2,No Injury,3
2021-00001573,1/9/2021 10:34,1,1,No Injury,3
2021-00001573,1/9/2021 10:34,1,2,No Injury,3
2021-00001573,1/9/2021 10:34,2,1,No Injury,3
2021-00001573,1/9/2021 10:34,3,1,No Injury,3
2021-00001573,1/9/2021 10:34,4,1,No Injury,3
2021-00001573,1/9/2021 10:34,4,2,No Injury,3
2021-00001458,1/8/2021 18:32,1,1,No Injury,3
2021-00001458,1/8/2021 18:32,1,2,No Injury,3
2021-00001458,1/8/2021 18:32,2,1,Possible,4
2021-00001360,1/8/2021 12:28,1,1,No Injury,3
2021-00001360,1/8/2021 12:28,1,2,No Injury,3
2021-00001360,1/8/2021 12:28,2,1,No Injury,3
2021-00001481,1/8/2021 20:49,1,1,No Injury,3
2021-00001606,1/9/2021 13:41,1,1,No Injury,3
2021-00001606,1/9/2021 13:41,2,1,No Injury,3
2021-00001606,1/9/2021 13:41,2,2,Possible,4
2021-00001655,1/9/2021 18:24,2,1,No Injury,3
2021-00001655,1/9/2021 18:24,2,2,No Injury,3
2021-00001655,1/9/2021 18:24,2,3,No Injury,3
2021-00001655,1/9/2021 18:24,1,1,Possible,4
2021-00001658,1/9/2021 18:48,1,1,Unknown,2
2021-00001658,1/9/2021 18:48,2,1,No Injury,3
2021-00001764,1/10/2021 13:12,1,1,Non-Incapacitating,5
2021-00001764,1/10/2021 13:12,1,2,Non-Incapacitating,5
2021-00001764,1/10/2021 13:12,2,1,Non-Incapacitating,5
2021-00001764,1/10/2021 13:12,2,2,Non-Incapacitating,5
2021-00001792,1/10/2021 16:00,1,1,No Injury,3
2021-00001880,1/11/2021 7:58,2,1,No Injury,3
2021-00001880,1/11/2021 7:58,1,1,Non-Incapacitating,5
2021-00002007,1/11/2021 17:52,2,1,Not Applicable,1
2021-00002007,1/11/2021 17:52,1,1,No Injury,3
2021-00002148,1/12/2021 13:27,1,1,Possible,4
2021-00002148,1/12/2021 13:27,2,1,Possible,4
2021-00002203,1/12/2021 17:02,1,1,No Injury,3
2021-00002203,1/12/2021 17:02,2,1,Non-Incapacitating,5
2021-00002211,1/12/2021 18:04,1,1,No Injury,3
2021-00002211,1/12/2021 18:04,1,2,No Injury,3
2021-00002211,1/12/2021 18:04,1,3,No Injury,3
2021-00002211,1/12/2021 18:04,1,4,No Injury,3
2021-00002211,1/12/2021 18:04,2,1,No Injury,3
2021-00002211,1/12/2021 18:04,3,1,No Injury,3
2021-00002211,1/12/2021 18:04,3,2,No Injury,3
2021-00002211,1/12/2021 18:04,4,1,No Injury,3
2021-00002346,1/13/2021 16:23,1,1,No Injury,3
2021-00002346,1/13/2021 16:23,2,2,No Injury,3
2021-00002346,1/13/2021 16:23,2,3,No Injury,3
2021-00002346,1/13/2021 16:23,2,1,Possible,4
2021-00002353,1/13/2021 17:01,1,1,No Injury,3
2021-00002353,1/13/2021 17:01,2,1,No Injury,3
2021-00002288,1/13/2021 10:44,1,1,No Injury,3
2021-00002288,1/13/2021 10:44,1,2,No Injury,3
2021-00002288,1/13/2021 10:44,2,1,No Injury,3
2021-00002581,1/14/2021 22:22,2,1,Not Applicable,1
2021-00002581,1/14/2021 22:22,3,1,Not Applicable,1
2021-00002581,1/14/2021 22:22,1,1,No Injury,3
2021-00001724,1/10/2021 2:45,1,1,No Injury,3
2021-00001767,1/10/2021 13:45,1,1,No Injury,3
2021-00001767,1/10/2021 13:45,2,1,No Injury,3
2021-00003031,1/17/2021 13:42,1,1,No Injury,3
2021-00003031,1/17/2021 13:42,2,1,No Injury,3
2021-00002633,1/15/2021 11:12,1,1,No Injury,3
2021-00002633,1/15/2021 11:12,1,2,No Injury,3
2021-00002633,1/15/2021 11:12,2,1,No Injury,3
2021-00002640,1/15/2021 12:21,1,1,No Injury,3
2021-00002640,1/15/2021 12:21,1,2,Non-Incapacitating,5
2021-00002640,1/15/2021 12:21,2,1,Non-Incapacitating,5
2021-00002286,1/13/2021 10:39,1,1,No Injury,3
2021-00002286,1/13/2021 10:39,2,1,Possible,4
2021-00003093,1/17/2021 18:32,2,1,Not Applicable,1
2021-00003093,1/17/2021 18:32,1,1,No Injury,3
2021-00002184,1/12/2021 15:25,2,1,Unknown,2
2021-00002184,1/12/2021 15:25,1,1,No Injury,3
2021-00003192,1/18/2021 11:12,2,1,No Injury,3
2021-00003192,1/18/2021 11:12,2,2,No Injury,3
2021-00003192,1/18/2021 11:12,3,1,No Injury,3
2021-00003192,1/18/2021 11:12,1,1,Possible,4
2021-00001893,1/11/2021 9:03,1,1,No Injury,3
2021-00001893,1/11/2021 9:03,2,1,Non-Incapacitating,5
2021-00003223,1/18/2021 13:54,1,1,Unknown,2
2021-00003223,1/18/2021 13:54,2,1,No Injury,3
2021-00003275,1/18/2021 18:53,1,1,No Injury,3
2021-00003275,1/18/2021 18:53,2,1,No Injury,3
2021-00003292,1/18/2021 20:35,2,1,No Injury,3
2021-00003292,1/18/2021 20:35,1,1,Non-Incapacitating,5
2021-00003437,1/19/2021 14:25,1,2,No Injury,3
2021-00003437,1/19/2021 14:25,1,3,No Injury,3
2021-00003437,1/19/2021 14:25,1,4,No Injury,3
2021-00003437,1/19/2021 14:25,1,5,No Injury,3
2021-00003437,1/19/2021 14:25,1,1,Non-Incapacitating,5
2021-00003437,1/19/2021 14:25,2,1,Non-Incapacitating,5
2021-00003499,1/19/2021 18:04,1,1,Possible,4
2021-00003499,1/19/2021 18:04,2,1,Possible,4
2021-00003673,1/20/2021 15:25,2,1,No Injury,3
2021-00003673,1/20/2021 15:25,1,3,Possible,4
2021-00003673,1/20/2021 15:25,1,1,Non-Incapacitating,5
2021-00003673,1/20/2021 15:25,1,2,Non-Incapacitating,5
2021-00002485,1/14/2021 12:39,2,1,Not Applicable,1
2021-00002485,1/14/2021 12:39,1,1,Unknown,2
2021-00001361,1/8/2021 12:40,2,1,Not Applicable,1
2021-00001361,1/8/2021 12:40,1,1,Unknown,2
2021-00002906,1/16/2021 19:06,1,1,Unknown,2
2021-00002906,1/16/2021 19:06,2,1,No Injury,3
2021-00002906,1/16/2021 19:06,2,2,No Injury,3
2021-00002906,1/16/2021 19:06,1,2,Non-Incapacitating,5
2021-00001995,1/11/2021 16:48,2,2,Unknown,2
2021-00001995,1/11/2021 16:48,1,1,No Injury,3
2021-00001995,1/11/2021 16:48,2,1,No Injury,3
2021-00002652,1/15/2021 12:31,2,1,Not Applicable,1
2021-00002652,1/15/2021 12:31,1,1,Unknown,2
2021-00003060,1/17/2021 15:50,2,1,Not Applicable,1
2021-00003060,1/17/2021 15:50,1,1,Unknown,2
2021-00003151,1/18/2021 2:08,1,1,Not Applicable,1
2021-00003151,1/18/2021 2:08,2,1,No Injury,3
2021-00003567,1/20/2021 7:34,1,1,Possible,4
2021-00003567,1/20/2021 7:34,2,1,Possible,4
2021-00003617,1/20/2021 12:35,1,1,No Injury,3
2021-00003617,1/20/2021 12:35,2,1,No Injury,3
2021-00003617,1/20/2021 12:35,2,2,No Injury,3
2021-00003713,1/20/2021 19:04,1,1,No Injury,3
2021-00003713,1/20/2021 19:04,3,1,No Injury,3
2021-00003713,1/20/2021 19:04,2,1,Non-Incapacitating,5
2021-00003792,1/21/2021 7:54,1,1,No Injury,3
2021-00003792,1/21/2021 7:54,2,1,No Injury,3
2021-00003792,1/21/2021 7:54,2,2,No Injury,3
2021-00003957,1/21/2021 15:14,1,1,Unknown,2
2021-00003965,1/21/2021 19:19,1,1,Unknown,2
2021-00003965,1/21/2021 19:19,2,1,No Injury,3
2021-00003965,1/21/2021 19:19,2,2,No Injury,3
2021-00004061,1/22/2021 10:40,1,1,No Injury,3
2021-00004061,1/22/2021 10:40,1,2,No Injury,3
2021-00004061,1/22/2021 10:40,1,3,No Injury,3
2021-00004061,1/22/2021 10:40,2,1,No Injury,3
2021-00004061,1/22/2021 10:40,2,2,No Injury,3
2021-00004224,1/22/2021 23:44,1,1,No Injury,3
2021-00004224,1/22/2021 23:44,2,1,No Injury,3
2021-00004224,1/22/2021 23:44,2,2,No Injury,3
2021-00004080,1/22/2021 12:24,2,1,Not Applicable,1
2021-00004080,1/22/2021 12:24,1,1,Unknown,2
2021-00004080,1/22/2021 12:24,1,2,Unknown,2
2021-00003502,1/19/2021 18:34,2,1,No Injury,3
2021-00003502,1/19/2021 18:34,3,1,No Injury,3
2021-00003502,1/19/2021 18:34,1,1,Non-Incapacitating,5
2021-00004193,1/22/2021 20:27,2,1,Not Applicable,1
2021-00004193,1/22/2021 20:27,1,1,Unknown,2
2021-00004302,1/23/2021 11:38,1,1,No Injury,3
2021-00004302,1/23/2021 11:38,1,2,No Injury,3
2021-00004302,1/23/2021 11:38,2,1,No Injury,3
2021-00004302,1/23/2021 11:38,2,2,No Injury,3
2021-00004335,1/23/2021 15:06,1,1,No Injury,3
2021-00004335,1/23/2021 15:06,2,1,No Injury,3
2021-00004335,1/23/2021 15:06,3,1,No Injury,3
2021-00004335,1/23/2021 15:06,4,1,No Injury,3
2021-00004335,1/23/2021 15:06,4,2,No Injury,3
2021-00004335,1/23/2021 15:06,4,3,No Injury,3
2021-00004419,1/24/2021 1:25,1,1,Non-Incapacitating,5
2021-00004430,1/23/2021 19:00,1,1,No Injury,3
2021-00004566,1/24/2021 23:56,1,1,No Injury,3
2021-00005023,1/26/2021 23:35,1,3,No Injury,3
2021-00005023,1/26/2021 23:35,2,1,No Injury,3
2021-00005023,1/26/2021 23:35,1,2,Possible,4
2021-00005023,1/26/2021 23:35,1,1,Non-Incapacitating,5
2021-00004871,1/26/2021 12:49,1,1,No Injury,3
2021-00004871,1/26/2021 12:49,2,1,No Injury,3
2021-00004864,1/26/2021 12:30,1,1,Unknown,2
2021-00004864,1/26/2021 12:30,2,1,No Injury,3
2021-00004864,1/26/2021 12:30,2,2,No Injury,3
2021-00004726,1/25/2021 16:24,2,1,No Injury,3
2021-00004726,1/25/2021 16:24,1,1,Possible,4
2021-00004692,1/25/2021 14:46,2,1,No Injury,3
2021-00004692,1/25/2021 14:46,1,1,Incapacitating,6
2021-00004624,1/25/2021 10:37,1,1,No Injury,3
2021-00004171,1/22/2021 18:09,1,1,Non-Incapacitating,5
2021-00004171,1/22/2021 18:09,2,1,Non-Incapacitating,5
2021-00005133,1/27/2021 14:10,1,1,No Injury,3
2021-00005133,1/27/2021 14:10,2,1,No Injury,3
2021-00000780,1/5/2021 12:44,1,1,No Injury,3
2021-00000780,1/5/2021 12:44,2,1,Possible,4
2021-00004156,1/22/2021 17:21,1,1,No Injury,3
2021-00004156,1/22/2021 17:21,2,1,No Injury,3
2021-00004156,1/22/2021 17:21,3,1,No Injury,3
2021-00005427,1/28/2021 17:14,1,1,No Injury,3
2021-00005427,1/28/2021 17:14,2,1,No Injury,3
2021-00005294,1/28/2021 8:17,1,1,No Injury,3
2021-00005294,1/28/2021 8:17,2,1,No Injury,3
2021-00005294,1/28/2021 8:17,2,2,No Injury,3
2021-00005696,1/29/2021 19:09,1,1,No Injury,3
2021-00005696,1/29/2021 19:09,1,2,No Injury,3
2021-00005696,1/29/2021 19:09,2,1,No Injury,3
2021-00004756,1/25/2021 18:23,2,1,No Injury,3
2021-00004756,1/25/2021 18:23,1,1,Possible,4
2021-00005161,1/27/2021 15:21,2,1,Not Applicable,1
2021-00005161,1/27/2021 15:21,1,1,No Injury,3
2021-00005262,1/28/2021 2:02,1,1,No Injury,3
2021-00005286,1/28/2021 7:18,1,1,Possible,4
2021-00005539,1/29/2021 8:24,1,1,Unknown,2
2021-00005539,1/29/2021 8:24,2,1,No Injury,3
2021-00005574,1/29/2021 12:03,2,1,No Injury,3
2021-00005574,1/29/2021 12:03,1,1,Non-Incapacitating,5
2021-00005580,1/29/2021 12:33,1,1,No Injury,3
2021-00005580,1/29/2021 12:33,2,1,No Injury,3
2021-00005580,1/29/2021 12:33,2,2,No Injury,3
2021-00005580,1/29/2021 12:33,2,3,No Injury,3
2021-00005819,1/30/2021 14:42,1,1,No Injury,3
2021-00005819,1/30/2021 14:42,3,1,No Injury,3
2021-00005819,1/30/2021 14:42,1,2,Possible,4
2021-00005819,1/30/2021 14:42,1,3,Possible,4
2021-00005819,1/30/2021 14:42,1,4,Possible,4
2021-00005819,1/30/2021 14:42,2,1,Non-Incapacitating,5
2021-00005819,1/30/2021 14:42,2,2,Non-Incapacitating,5
2021-00005875,1/30/2021 19:29,1,2,Unknown,2
2021-00005875,1/30/2021 19:29,1,1,No Injury,3
2021-00005875,1/30/2021 19:29,2,1,No Injury,3
2021-00005890,1/30/2021 20:57,1,1,No Injury,3
2021-00005890,1/30/2021 20:57,2,1,No Injury,3
2021-00001323,1/8/2021 9:04,1,1,No Injury,3
2021-00001323,1/8/2021 9:04,2,1,No Injury,3
2021-00005721,1/29/2021 23:46,1,1,Unknown,2
2021-00005721,1/29/2021 23:46,2,1,No Injury,3
2021-00005910,1/30/2021 22:27,2,1,No Injury,3
2021-00005910,1/30/2021 22:27,2,2,No Injury,3
2021-00005910,1/30/2021 22:27,1,1,Non-Incapacitating,5
2021-00005640,1/29/2021 15:45,1,1,No Injury,3
2021-00005640,1/29/2021 15:45,2,2,No Injury,3
2021-00005640,1/29/2021 15:45,2,3,No Injury,3
2021-00005640,1/29/2021 15:45,2,1,Possible,4
2021-00006058,1/31/2021 17:28,1,1,No Injury,3
2021-00006058,1/31/2021 17:28,1,2,No Injury,3
2021-00006058,1/31/2021 17:28,2,1,No Injury,3
2021-00004812,1/26/2021 8:05,1,1,Unknown,2
2021-00004812,1/26/2021 8:05,2,1,Possible,4
2021-00001029,1/6/2021 13:25,1,1,Unknown,2
2021-00001029,1/6/2021 13:25,2,1,No Injury,3
2021-00004367,1/23/2021 18:29,1,1,Not Applicable,1
2021-00004367,1/23/2021 18:29,2,1,No Injury,3
2021-00004367,1/23/2021 18:29,3,1,Non-Incapacitating,5
2021-00004556,1/24/2021 21:55,1,1,No Injury,3
2021-00005550,1/29/2021 4:00,2,1,Not Applicable,1
2021-00005550,1/29/2021 4:00,3,1,Not Applicable,1
2021-00005550,1/29/2021 4:00,1,1,No Injury,3
2021-00005888,1/30/2021 20:46,2,1,No Injury,3
2021-00005888,1/30/2021 20:46,2,2,No Injury,3
2021-00005888,1/30/2021 20:46,3,1,No Injury,3
2021-00005888,1/30/2021 20:46,3,2,No Injury,3
2021-00005888,1/30/2021 20:46,1,1,Non-Incapacitating,5
2021-00004858,1/26/2021 12:16,1,1,No Injury,3
2021-00004858,1/26/2021 12:16,2,1,Possible,4
2021-00003689,1/20/2021 17:02,2,1,No Injury,3
2021-00003689,1/20/2021 17:02,1,1,Possible,4
2021-00003689,1/20/2021 17:02,2,2,Possible,4
2021-00005065,1/27/2021 8:33,2,1,No Injury,3
2021-00005065,1/27/2021 8:33,2,2,No Injury,3
2021-00003687,1/20/2021 16:56,1,1,Unknown,2
2021-00003687,1/20/2021 16:56,2,1,Incapacitating,6
2021-00004805,1/26/2021 6:45,1,1,No Injury,3
2021-00004507,1/24/2021 15:18,1,1,No Injury,3
2021-00004507,1/24/2021 15:18,2,1,No Injury,3
2021-00004507,1/24/2021 15:18,2,2,No Injury,3
2021-00004507,1/24/2021 15:18,3,1,No Injury,3
2021-00004507,1/24/2021 15:18,3,2,No Injury,3
2021-00004507,1/24/2021 15:18,3,3,No Injury,3
2021-00005304,1/28/2021 9:09,1,1,No Injury,3
2021-00005304,1/28/2021 9:09,2,1,No Injury,3
2021-00004064,1/22/2021 11:02,2,1,Possible,4
2021-00004064,1/22/2021 11:02,2,2,Non-Incapacitating,5
2021-00004064,1/22/2021 11:02,1,1,Incapacitating,6
2021-00004064,1/22/2021 11:02,1,2,Incapacitating,6
2022-00000385,1/3/2022 13:25,1,1,No Injury,3
2022-00000385,1/3/2022 13:25,2,1,No Injury,3
2022-00000383,1/3/2022 13:06,1,1,No Injury,3
2022-00000383,1/3/2022 13:06,1,2,No Injury,3
2022-00000383,1/3/2022 13:06,1,3,No Injury,3
2022-00000383,1/3/2022 13:06,2,1,No Injury,3
2022-00000383,1/3/2022 13:06,2,2,No Injury,3
2022-00000383,1/3/2022 13:06,2,3,No Injury,3
2022-00000383,1/3/2022 13:06,2,4,No Injury,3
2022-00000219,1/2/2022 14:04,1,1,No Injury,3
2022-00000219,1/2/2022 14:04,2,1,No Injury,3
2022-00000246,1/2/2022 15:38,2,1,Not Applicable,1
2022-00000246,1/2/2022 15:38,1,1,No Injury,3
2022-00000025,1/1/2022 1:54,1,2,Not Applicable,1
2022-00000025,1/1/2022 1:54,1,1,No Injury,3
2022-00000490,1/4/2022 8:20,1,1,No Injury,3
2022-00000490,1/4/2022 8:20,1,2,No Injury,3
2022-00000490,1/4/2022 8:20,1,3,No Injury,3
2022-00000490,1/4/2022 8:20,1,4,No Injury,3
2022-00000490,1/4/2022 8:20,1,5,No Injury,3
2022-00000490,1/4/2022 8:20,2,1,No Injury,3
2022-00000490,1/4/2022 8:20,2,2,Possible,4
2022-00000068,1/1/2022 10:02,1,1,No Injury,3
2022-00000101,1/1/2022 14:24,1,1,No Injury,3
2022-00000101,1/1/2022 14:24,2,1,No Injury,3
2022-00000199,1/2/2022 11:37,1,1,No Injury,3
2022-00000367,1/3/2022 11:41,1,1,No Injury,3
2022-00000367,1/3/2022 11:41,2,1,No Injury,3
2022-00000375,1/3/2022 12:12,1,1,No Injury,3
2022-00000375,1/3/2022 12:12,1,2,No Injury,3
2022-00000375,1/3/2022 12:12,1,3,No Injury,3
2022-00000375,1/3/2022 12:12,2,1,No Injury,3
2022-00000424,1/3/2022 17:28,1,1,No Injury,3
2022-00000424,1/3/2022 17:28,2,1,No Injury,3
2022-00000518,1/4/2022 10:48,2,1,Not Applicable,1
2022-00000518,1/4/2022 10:48,1,1,No Injury,3
2022-00000524,1/4/2022 11:18,1,1,No Injury,3
2022-00000524,1/4/2022 11:18,2,1,No Injury,3
2022-00000524,1/4/2022 11:18,3,1,No Injury,3
2022-00000524,1/4/2022 11:18,3,2,No Injury,3
2022-00000550,1/4/2022 13:10,1,1,No Injury,3
2022-00000550,1/4/2022 13:10,2,1,No Injury,3
2022-00000161,1/1/2022 22:12,1,1,No Injury,3
2022-00000161,1/1/2022 22:12,2,1,No Injury,3
2022-00000221,1/2/2022 14:20,1,1,No Injury,3
2022-00000221,1/2/2022 14:20,2,1,No Injury,3
2022-00000619,1/4/2022 18:52,1,1,No Injury,3
2022-00000619,1/4/2022 18:52,2,1,No Injury,3
2022-00000619,1/4/2022 18:52,2,2,No Injury,3
2022-00000628,1/4/2022 19:52,2,1,Non-Incapacitating,5
2022-00000628,1/4/2022 19:52,3,1,Non-Incapacitating,5
2022-00000628,1/4/2022 19:52,1,1,Incapacitating,6
2022-00000734,1/5/2022 12:16,1,1,No Injury,3
2022-00000734,1/5/2022 12:16,3,1,No Injury,3
2022-00000734,1/5/2022 12:16,2,1,Possible,4
2022-00000795,1/5/2022 16:05,1,1,Possible,4
2022-00000795,1/5/2022 16:05,2,1,Possible,4
2022-00000810,1/5/2022 17:08,1,1,No Injury,3
2022-00000810,1/5/2022 17:08,2,1,No Injury,3
2022-00000848,1/5/2022 21:29,1,1,No Injury,3
2022-00000848,1/5/2022 21:29,1,2,No Injury,3
2022-00000848,1/5/2022 21:29,1,3,No Injury,3
2022-00000911,1/6/2022 9:08,1,1,No Injury,3
2022-00000911,1/6/2022 9:08,2,1,No Injury,3
2022-00000627,1/4/2022 19:37,2,1,Unknown,2
2022-00000627,1/4/2022 19:37,1,1,No Injury,3
2022-00000627,1/4/2022 19:37,3,1,No Injury,3
2022-00000813,1/4/2022 17:15,1,1,No Injury,3
2022-00000813,1/4/2022 17:15,2,1,No Injury,3
2022-00000989,1/6/2022 16:24,1,1,No Injury,3
2022-00000989,1/6/2022 16:24,1,2,No Injury,3
2022-00000989,1/6/2022 16:24,2,1,Possible,4
2022-00000807,1/5/2022 17:46,2,1,No Injury,3
2022-00000807,1/5/2022 17:46,1,1,Non-Incapacitating,5
2022-00000819,1/5/2022 18:00,1,1,Unknown,2
2022-00000819,1/5/2022 18:00,2,1,No Injury,3
2022-00000951,1/6/2022 13:07,2,1,No Injury,3
2022-00000951,1/6/2022 13:07,1,1,Incapacitating,6
2022-00000495,1/4/2022 8:16,2,1,Unknown,2
2022-00000495,1/4/2022 8:16,1,1,No Injury,3
2022-00000980,1/6/2022 15:22,1,1,No Injury,3
2022-00000980,1/6/2022 15:22,2,1,Non-Incapacitating,5
2022-00000980,1/6/2022 15:22,2,2,Non-Incapacitating,5
2022-00000980,1/6/2022 15:22,2,3,Non-Incapacitating,5
2022-00001002,1/6/2022 17:28,1,1,No Injury,3
2022-00001430,1/9/2022 11:31,1,1,No Injury,3
2022-00001430,1/9/2022 11:31,2,1,No Injury,3
2022-00001430,1/9/2022 11:31,2,2,No Injury,3
2022-00001352,1/9/2022 20:23,2,1,Not Applicable,1
2022-00001352,1/9/2022 20:23,1,1,Unknown,2
2022-00001306,1/8/2022 14:57,2,1,No Injury,3
2022-00001306,1/8/2022 14:57,1,1,Possible,4
2022-00001267,1/8/2022 10:30,1,1,No Injury,3
2022-00001267,1/8/2022 10:30,2,1,No Injury,3
2022-00001254,1/8/2022 9:08,1,1,No Injury,3
2022-00001174,1/7/2022 19:27,1,1,No Injury,3
2022-00001174,1/7/2022 19:27,2,1,No Injury,3
2022-00001161,1/7/2022 16:54,1,1,No Injury,3
2022-00001161,1/7/2022 16:54,2,1,No Injury,3
2022-00001122,1/7/2022 13:20,1,1,No Injury,3
2022-00001122,1/7/2022 13:20,1,2,No Injury,3
2022-00001122,1/7/2022 13:20,3,1,No Injury,3
2022-00001122,1/7/2022 13:20,2,1,Possible,4
2022-00001078,1/7/2022 8:42,1,1,No Injury,3
2022-00001078,1/7/2022 8:42,2,1,No Injury,3
2022-00001584,1/10/2022 12:35,1,1,No Injury,3
2022-00000281,1/1/2022 13:56,2,1,Not Applicable,1
2022-00000281,1/1/2022 13:56,1,1,Unknown,2
2022-00001549,1/10/2022 9:40,1,1,No Injury,3
2022-00001549,1/10/2022 9:40,2,1,No Injury,3
2022-00001549,1/10/2022 9:40,2,2,No Injury,3
2022-00001549,1/10/2022 9:40,2,3,No Injury,3
2022-00001870,1/12/2022 8:10,1,1,Possible,4
2022-00001989,1/12/2022 19:58,1,1,No Injury,3
2022-00001989,1/12/2022 19:58,2,1,No Injury,3
2022-00001960,1/12/2022 16:27,1,1,No Injury,3
2022-00001960,1/12/2022 16:27,1,2,No Injury,3
2022-00001960,1/12/2022 16:27,2,1,No Injury,3
2022-00001960,1/12/2022 16:27,2,3,No Injury,3
2022-00001960,1/12/2022 16:27,2,4,No Injury,3
2022-00001960,1/12/2022 16:27,2,2,Non-Incapacitating,5
2022-00001935,1/12/2022 14:03,1,1,No Injury,3
2022-00001935,1/12/2022 14:03,2,1,No Injury,3
2022-00001927,1/12/2022 13:11,1,1,No Injury,3
2022-00001927,1/12/2022 13:11,2,1,No Injury,3
2022-00001914,1/12/2022 12:09,1,1,No Injury,3
2022-00001914,1/12/2022 12:09,2,1,No Injury,3
2022-00001885,1/12/2022 9:40,1,1,No Injury,3
2022-00001885,1/12/2022 9:40,2,1,No Injury,3
2022-00001869,1/12/2022 7:55,1,1,Unknown,2
2022-00001869,1/12/2022 7:55,2,1,Possible,4
2022-00001810,1/11/2022 17:33,1,1,No Injury,3
2022-00001810,1/11/2022 17:33,2,1,No Injury,3
2022-00001760,1/11/2022 13:46,1,1,No Injury,3
2022-00001760,1/11/2022 13:46,1,2,No Injury,3
2022-00001760,1/11/2022 13:46,2,1,No Injury,3
2022-00001760,1/11/2022 13:46,2,2,No Injury,3
2022-00001373,1/8/2022 22:40,1,1,Unknown,2
2022-00001373,1/8/2022 22:40,2,1,Possible,4
2022-00001778,1/11/2022 14:27,1,1,No Injury,3
2022-00001778,1/11/2022 14:27,2,1,No Injury,3
2022-00001778,1/11/2022 14:27,2,2,No Injury,3
2022-00002202,1/14/2022 2:04,1,1,No Injury,3
2022-00002133,1/13/2022 16:50,1,1,No Injury,3
2022-00002133,1/13/2022 16:50,2,1,Non-Incapacitating,5
2022-00002133,1/13/2022 16:50,2,2,Non-Incapacitating,5
2022-00002108,1/13/2022 14:26,1,1,Unknown,2
2022-00001973,1/12/2022 17:47,1,1,No Injury,3
2022-00001973,1/12/2022 17:47,3,1,No Injury,3
2022-00001973,1/12/2022 17:47,3,2,No Injury,3
2022-00001973,1/12/2022 17:47,2,1,Non-Incapacitating,5
2022-00001957,1/12/2022 16:30,3,1,No Injury,3
2022-00001957,1/12/2022 16:30,3,2,No Injury,3
2022-00001957,1/12/2022 16:30,2,1,Possible,4
2022-00001957,1/12/2022 16:30,2,2,Possible,4
2022-00001957,1/12/2022 16:30,1,1,Non-Incapacitating,5
2022-00001957,1/12/2022 16:30,2,3,Non-Incapacitating,5
2022-00002515,1/15/2022 18:10,1,1,No Injury,3
2022-00002515,1/15/2022 18:10,2,1,No Injury,3
2022-00002143,1/13/2022 18:25,1,1,No Injury,3
2022-00002143,1/13/2022 18:25,2,1,No Injury,3
2022-00002143,1/13/2022 18:25,1,2,Possible,4
2022-00002143,1/13/2022 18:25,1,3,Possible,4
2022-00002274,1/14/2022 12:23,1,1,No Injury,3
2022-00002274,1/14/2022 12:23,2,1,No Injury,3
2022-00002534,1/15/2022 21:02,1,1,No Injury,3
2022-00002534,1/15/2022 21:02,1,2,No Injury,3
2022-00002534,1/15/2022 21:02,2,1,No Injury,3
2022-00002636,1/16/2022 12:03,1,1,No Injury,3
2022-00002636,1/16/2022 12:03,1,2,No Injury,3
2022-00002636,1/16/2022 12:03,2,1,No Injury,3
2022-00002636,1/16/2022 12:03,2,2,No Injury,3
2022-00002682,1/16/2022 14:00,1,1,Unknown,2
2022-00002682,1/16/2022 14:00,2,1,No Injury,3
2022-00002703,1/16/2022 19:39,1,1,Possible,4
2022-00002703,1/16/2022 19:39,2,1,Possible,4
2022-00002754,1/17/2022 6:09,1,1,No Injury,3
2022-00002754,1/17/2022 6:09,2,1,No Injury,3
